name,year,age,selling_price_INR,selling_price_USD,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Maruti Celerio X VXI,2018,2,"459,999.00",5979.99,50000,Petrol,Individual,Manual,First Owner,21.63 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5
Hyundai i20 1.4 Asta Option,2018,2,"800,000.00",10400.00,30000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Maruti Eeco CNG 5 Seater AC BSIV,2017,3,"370,000.00",4810.00,25000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm,5
Toyota Innova 2.5 GX 8 STR BSIV,2012,8,"800,000.00",10400.00,102000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8
Renault Pulse RxL Optional,2013,7,"290,000.00",3770.00,90000,Diesel,Individual,Manual,First Owner,23.08 kmpl,1461 CC,63.12 bhp,160Nm@ 2000rpm,5
Maruti Swift VDI,2018,2,"671,000.00",8723.00,62000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Tata Indigo eCS LX TDI BSIII,2012,8,"140,000.00",1820.00,80000,Diesel,Individual,Manual,Fourth & Above Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5
Maruti Alto Std,2011,9,"141,000.00",1833.00,15000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Maruti Alto LX,2009,11,"125,000.00",1625.00,70000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Tata Indica Vista TDI LS,2013,7,"150,000.00",1950.00,90000,Diesel,Individual,Manual,Second Owner,19.4 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5
Maruti Wagon R LX Minor,2007,13,"125,000.00",1625.00,100000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,2,"600,000.00",7800.00,25000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
Hyundai i20 1.4 Sportz,2017,3,"700,000.00",9100.00,40000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Hyundai i20 1.4 Asta Option,2017,3,"700,000.00",9100.00,70000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Maruti Swift Dzire VDI,2017,3,"740,000.00",9620.00,40000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
Tata Indica Vista Aqua 1.4 TDI,2011,9,"140,000.00",1820.00,200000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm ,5
Hyundai Verna CRDi 1.6 SX Option,2018,2,"1,150,000.00",14950.00,35000,Diesel,Individual,Manual,First Owner,22.0 kmpl,1582 CC,126.2 bhp,259.87nm@ 1500-3000rpm,5
Skoda Octavia Classic 1.9 TDI MT,2007,13,"300,000.00",3900.00,155000,Diesel,Individual,Manual,First Owner,18.7 kmpl,1896 CC,66 bhp,210 / 1900,5
Toyota Etios G,2011,9,"300,000.00",3900.00,110000,Petrol,Individual,Manual,First Owner,17.6 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5
Renault Scala Diesel RxE,2015,5,"530,000.00",6890.00,110000,Diesel,Individual,Manual,First Owner,21.64 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5
Hyundai Grand i10 1.2 CRDi Sportz Option,2017,3,"530,000.00",6890.00,80000,Diesel,Individual,Manual,Second Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5
Hyundai Santro Xing GLS,2011,9,"210,000.00",2730.00,50000,Petrol,Individual,Manual,Second Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5
Maruti Alto LXi,2007,13,"130,000.00",1690.00,90000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Maruti Wagon R LXI DUO BSIII,2008,12,"148,000.00",1924.00,80000,LPG,Individual,Manual,Second Owner,17.3 km/kg,1061 CC,57.5 bhp,"7.8@ 4,500(kgm@ rpm)",5
Volkswagen Passat Highline DSG S,2008,12,"585,000.00",7605.00,120000,Diesel,Individual,Automatic,First Owner,14.3 kmpl,1968 CC,140 bhp,"36.6@ 1,750-2,500(kgm@ rpm)",5
Hyundai i20 1.4 CRDi Magna,2011,9,"270,000.00",3510.00,105000,Diesel,Individual,Manual,Second Owner,21.9 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5
Hyundai i10 Magna 1.2 iTech SE,2013,7,"375,000.00",4875.00,40000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5
Mahindra XUV500 W6 2WD,2014,6,"725,000.00",9425.00,141000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Mahindra Bolero LX,2005,15,"350,000.00",4550.00,15000,Diesel,Individual,Manual,Second Owner,,,,,
Hyundai Verna CRDi ABS,2007,13,"180,000.00",2340.00,150000,Diesel,Individual,Manual,Second Owner,18.1 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5
Maruti Ritz VDi,2014,6,"425,000.00",5525.00,80000,Diesel,Individual,Manual,Second Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,2,"900,000.00",11700.00,25000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5
Tata Sumo Gold CX BSIII,2017,3,"570,000.00",7410.00,51000,Diesel,Individual,Manual,First Owner,14.07 kmpl,2956 CC,69.01 bhp,223Nm@ 1600-2200rpm,7
Tata Indica V2 eLS,2017,3,"290,000.00",3770.00,40000,Diesel,Individual,Manual,First Owner,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5
Ford Figo Diesel ZXI,2011,9,"229,999.00",2989.99,40000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
Ford Figo Diesel EXI,2012,8,"300,000.00",3900.00,70000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
Maruti Ritz VDi,2010,10,"220,000.00",2860.00,110000,Diesel,Individual,Manual,Third Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5
Chevrolet Cruze LTZ,2011,9,"409,999.00",5329.99,80000,Diesel,Individual,Manual,Second Owner,18.3 kmpl,1991 CC,147.9 bhp,327Nm@ 2600rpm,5
Chevrolet Enjoy TCDi LT 7 Seater,2013,7,"355,000.00",4615.00,136000,Diesel,Individual,Manual,Second Owner,18.2 kmpl,1248 CC,73.8 bhp,172.5Nm@ 1750rpm,7
Renault Duster RXL AWD,2013,7,"695,000.00",9035.00,120000,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5
Maruti Swift Dzire Vdi BSIV,2010,10,"320,000.00",4160.00,120000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Mahindra TUV 300 T8,2017,3,"710,000.00",9230.00,120000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Tata Indica V2 DLS TC,2004,16,"85,000.00",1105.00,120000,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5
Chevrolet Tavera Neo 3 LT 9 Seats BSIV,2010,10,"409,999.00",5329.99,210000,Diesel,Individual,Manual,Fourth & Above Owner,12.2 kmpl,1994 CC,105.3 bhp,263.7Nm@ 2500rpm,9
Volkswagen Polo 1.5 TDI Highline,2015,5,"550,000.00",7150.00,90000,Diesel,Individual,Manual,First Owner,20.14 kmpl,1498 CC,88.8 bhp,230Nm@ 1500-2500rpm,5
Maruti Swift ZXI ABS,2007,13,"215,000.00",2795.00,100750,Petrol,Individual,Manual,Second Owner,16.1 kmpl,1298 CC,88.2 bhp,"11.5@ 4,500(kgm@ rpm)",5
Hyundai Accent GLS 1.6 ABS,2006,14,"110,000.00",1430.00,140000,Petrol,Individual,Manual,Second Owner,14.4 kmpl,1599 CC,94 bhp,12.5kgm@ 3500rpm,5
Honda City 2017-2020 EXi,2007,13,"170,000.00",2210.00,110000,Petrol,Individual,Manual,Third Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5
Tata Nexon 1.2 Revotron XZ Plus,2018,2,"850,000.00",11050.00,40000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5
Hyundai i20 Asta 1.4 CRDi (Diesel),2010,10,"350,000.00",4550.00,148000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5
Hyundai Santro AT,2005,15,"120,000.00",1560.00,190000,Petrol,Individual,Automatic,Second Owner,,,,,
Tata Indica Vista Quadrajet LS,2015,5,"250,000.00",3250.00,155000,Diesel,Individual,Manual,Second Owner,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5
Ford Figo Aspire 1.5 TDCi Titanium,2015,5,"433,000.00",5629.00,70000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5
Toyota Fortuner 3.0 Diesel,2010,10,"1,200,000.00",15600.00,100000,Diesel,Individual,Manual,First Owner,11.5 kmpl,2982 CC,171 bhp,343Nm@ 1400-3400rpm,7
Hyundai EON D Lite Plus,2015,5,"300,000.00",3900.00,45000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Maruti Zen LX BSII,1998,22,"70,000.00",910.00,40000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5
Mahindra Bolero 2011-2019 EX AC,2017,3,"760,000.00",9880.00,90000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
Hyundai EON Era Plus,2014,6,"250,000.00",3250.00,20000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Hyundai Santro Xing GL Plus,2013,7,"187,000.00",2431.00,120000,Petrol,Individual,Manual,Second Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,3,"2,711,000.00",35243.00,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
Lexus ES 300h,2019,1,"5,150,000.00",66950.00,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5
Jaguar XF 2.0 Diesel Portfolio,2017,3,"3,200,000.00",41600.00,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
Tata Safari Storme EX,2015,5,"503,000.00",6539.00,110000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7
Volvo XC40 D4 Inscription BSIV,2019,1,"3,800,000.00",49400.00,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5
Toyota Camry 2.5 Hybrid,2016,4,"2,000,000.00",26000.00,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5
Maruti Wagon R LXI,2013,7,"225,000.00",2925.00,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Maruti Baleno Alpha 1.3,2018,2,"740,000.00",9620.00,38817,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Honda Jazz VX,2016,4,"550,000.00",7150.00,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,7,"750,000.00",9750.00,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7
Maruti Swift AMT VVT VXI,2019,1,"650,000.00",8450.00,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Toyota Etios VX,2017,3,"625,000.00",8125.00,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5
Maruti Swift AMT ZXI,2018,2,"600,000.00",7800.00,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Hyundai Grand i10 1.2 CRDi Sportz,2017,3,"450,000.00",5850.00,56290,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5
BMW X4 M Sport X xDrive20d,2019,1,"5,400,000.00",70200.00,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
BMW X4 M Sport X xDrive20d,2019,1,"5,500,000.00",71500.00,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
Honda Amaze V CVT Petrol BSIV,2019,1,"779,000.00",10127.00,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5
Skoda Rapid 1.6 MPI AT Elegance,2016,4,"645,000.00",8385.00,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5
Volvo V40 D3 R-Design,2018,2,"2,475,000.00",32175.00,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5
Maruti Swift VDI,2013,7,"335,000.00",4355.00,90000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Swift Dzire VXI,2016,4,"488,000.00",6344.00,80000,Petrol,Individual,Manual,Second Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5
Maruti SX4 Zxi with Leather BSIII,2008,12,"111,000.00",1443.00,110000,Petrol,Individual,Manual,Third Owner,15.6 kmpl,1586 CC,104.68 bhp,"145@ 4,100(kgm@ rpm)",5
Maruti Ciaz VDi Plus,2015,5,"600,000.00",7800.00,70000,Diesel,Individual,Manual,First Owner,26.21 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Maruti Swift VXI,2020,0,"570,000.00",7410.00,5000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Hyundai Santro Xing XS,2007,13,"110,000.00",1430.00,75000,Petrol,Individual,Manual,Second Owner,17.8 kmpl,1086 CC,63 bhp,"9.8@ 3,000(kgm@ rpm)",5
Maruti Swift ZXI,2014,6,"434,999.00",5654.99,50000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5
Hyundai EON Era Plus,2014,6,"229,999.00",2989.99,70000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Nissan Terrano XL Plus 85 PS,2014,6,"490,000.00",6370.00,90000,Diesel,Individual,Manual,Second Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5
Maruti Swift Dzire VXi,2011,9,"300,000.00",3900.00,100000,Petrol,Individual,Manual,Second Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5
Chevrolet Beat LT,2017,3,"350,000.00",4550.00,90000,Petrol,Individual,Manual,First Owner,17.8 kmpl,1199 CC,76.8 bhp,106.5Nm@ 4400rpm,5
Honda WR-V i-VTEC VX,2019,1,"580,000.00",7540.00,35000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5
Tata Indigo CS eLX BS IV,2017,3,"385,000.00",5005.00,155000,Diesel,Individual,Manual,First Owner,25.0 kmpl,1396 CC,69.01 bhp,140Nm@ 1800-3000rpm,5
Hyundai Santro Magna,2019,1,"434,999.00",5654.99,19500,Petrol,Dealer,Manual,First Owner,20.3 kmpl,1086 CC,68.07 bhp,99.07Nm@ 4500rpm,5
Toyota Fortuner 2.8 4WD MT BSIV,2018,2,"3,200,000.00",41600.00,50000,Diesel,Individual,Manual,First Owner,14.24 kmpl,2755 CC,174.5 bhp,420Nm@ 1400-2600rpm,7
Hyundai i20 Asta Option 1.2,2015,5,"495,000.00",6435.00,30000,Petrol,Dealer,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Hyundai i20 Asta Option 1.4 CRDi,2016,4,"575,000.00",7475.00,53000,Diesel,Dealer,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Tata Indigo CS LX (TDI) BS-III,2013,7,"200,000.00",2600.00,120000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5
Mahindra Verito 1.5 D2 BSIV,2012,8,"140,000.00",1820.00,120000,Diesel,Individual,Manual,Second Owner,21.03 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm,5
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,8,"300,000.00",3900.00,64000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1399 CC,67 bhp,160Nm@ 2000rpm,5
Chevrolet Sail 1.2 LS ABS,2015,5,"350,000.00",4550.00,50000,Petrol,Individual,Manual,First Owner,18.2 kmpl,1199 CC,82.4 bhp,108.5Nm@ 5000rpm,5
Tata Indigo CS LX (TDI) BS-III,2015,5,"250,000.00",3250.00,80000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5
Tata Manza Club Class Quadrajet90 VX,2013,7,"280,000.00",3640.00,80000,Diesel,Individual,Manual,First Owner,21.02 kmpl,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm,5
Hyundai Xcent 1.2 VTVT S,2017,3,"600,000.00",7800.00,5000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
Hyundai Verna 1.6 VTVT S Option,2015,5,"700,000.00",9100.00,25000,Petrol,Individual,Manual,First Owner,17.01 kmpl,1591 CC,121.4 bhp,154.9Nm@ 4200rpm,5
Honda City i DTec V,2014,6,"560,000.00",7280.00,72000,Diesel,Dealer,Manual,First Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Maruti Swift VDI BSIV W ABS,2016,4,"565,000.00",7345.00,72000,Diesel,Dealer,Manual,First Owner,,,,,
Renault Lodgy World Edition 110PS,2017,3,"880,000.00",11440.00,65000,Diesel,Individual,Manual,First Owner,19.98 kmpl,1461 CC,108.5 bhp,245Nm@ 1750rpm,8
Mahindra Bolero DI AC BSIII,2005,15,"250,000.00",3250.00,80000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
Mahindra Bolero 2011-2019 Plus AC,2016,4,"550,000.00",7150.00,120000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1440-2200rpm,9
Hyundai Xcent 1.2 CRDi E,2018,2,"530,000.00",6890.00,60000,Diesel,Individual,Manual,First Owner,25.4 kmpl,1186 CC,73.97 bhp,190.25nm@ 1750-2250rpm,5
Mahindra XUV500 W6 2WD,2013,7,"750,000.00",9750.00,110000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Maruti Alto 800 LXI,2017,3,"310,000.00",4030.00,35000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Maruti Ertiga ZDI,2014,6,"620,000.00",8060.00,130000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,7
Maruti Swift VDI,2013,7,"400,000.00",5200.00,188000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Tata Indica V2 DLX,2008,12,"67,000.00",871.00,80000,Diesel,Individual,Manual,Second Owner,17.2 kmpl,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5
Ford Figo 1.5D Titanium MT,2015,5,"480,000.00",6240.00,80000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5
Maruti Omni MPI STD BSIII 8-STR W/ IMMOBILISER,2008,12,"110,000.00",1430.00,48676,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,35 bhp,"6.1@ 3,000(kgm@ rpm)",8
Hyundai Santro Xing XL eRLX Euro II,2006,14,"105,000.00",1365.00,60000,Petrol,Individual,Manual,Third Owner,,,,,
Datsun GO Plus Anniversary Edition,2018,2,"475,000.00",6175.00,40000,Petrol,Individual,Manual,First Owner,20.62 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,7
Toyota Etios Liva GD,2012,8,"275,000.00",3575.00,120000,Diesel,Individual,Manual,Second Owner,,,,,
Tata Indica DLX,2003,17,"40,000.00",520.00,70000,Diesel,Individual,Manual,First Owner,,,,,
Maruti Alto 800 VXI,2018,2,"300,000.00",3900.00,15000,Petrol,Individual,Manual,Second Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Maruti Alto LXi,2007,13,"100,000.00",1300.00,70000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Tata Indica Vista Terra TDI BSIII,2011,9,"70,000.00",910.00,80000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 CC,71 bhp,135Nm@ 2500rpm,5
Ford EcoSport 1.5 TDCi Titanium BSIV,2017,3,"900,000.00",11700.00,60000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5
Toyota Etios 1.4 VXD,2017,3,"650,000.00",8450.00,120000,Diesel,Individual,Manual,Second Owner,23.59 kmpl,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm,5
Hyundai Santro DX,2003,17,"55,000.00",715.00,120000,Petrol,Individual,Manual,Third Owner,,,,,
Maruti Zen LXI,2000,20,"50,000.00",650.00,180000,Petrol,Individual,Manual,Fourth & Above Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5
Hyundai Grand i10 Asta,2016,4,"550,000.00",7150.00,70000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Renault Duster 85PS Diesel RxL Optional,2013,7,"475,000.00",6175.00,250000,Diesel,Individual,Manual,First Owner,20.46 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5
Hyundai Santro Era,2019,1,"425,000.00",5525.00,15000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5
Maruti Ciaz ZDi Plus SHVS,2017,3,"900,000.00",11700.00,65000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Hyundai i20 Sportz 1.2,2015,5,"516,000.00",6708.00,90000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,2011,9,"150,000.00",1950.00,70000,Petrol,Individual,Manual,Second Owner,16.5 kmpl,1172 CC,65 bhp,96 Nm at 3000 rpm,5
Maruti Wagon R LXI BS IV,2016,4,"400,000.00",5200.00,30000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Mahindra Scorpio S4 Plus,2016,4,"800,000.00",10400.00,79500,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7
Hyundai Santro Xing XS,2007,13,"165,000.00",2145.00,90000,Petrol,Individual,Manual,Third Owner,17.8 kmpl,1086 CC,63 bhp,"9.8@ 3,000(kgm@ rpm)",5
Nissan Terrano XL 85 PS,2015,5,"1,000,000.00",13000.00,110000,Diesel,Individual,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5
Maruti Swift Dzire VDI,2015,5,"440,000.00",5720.00,110000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Hyundai Verna 1.6 SX CRDi (O),2011,9,"390,000.00",5070.00,153000,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5
Ford Fiesta 1.4 Duratec ZXI,2008,12,"136,000.00",1768.00,200185,Petrol,Individual,Manual,First Owner,16.6 kmpl,1388 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5
Maruti Swift Dzire ZDI,2013,7,"475,000.00",6175.00,149000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Ford Figo 1.5D Titanium MT,2016,4,"515,000.00",6695.00,100000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5
Tata Venture EX 7 Str,2012,8,"175,000.00",2275.00,90000,Diesel,Individual,Manual,Second Owner,15.42 kmpl,1405 CC,70 bhp,135Nm@ 2500rpm,7
Maruti SX4 ZDI Leather,2012,8,"380,000.00",4940.00,80000,Diesel,Individual,Manual,Fourth & Above Owner,21.5 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,5
Toyota Etios Liva GD SP,2012,8,"405,000.00",5265.00,150000,Diesel,Individual,Manual,First Owner,,,,,
Maruti Ignis 1.2 Delta BSIV,2018,2,"535,000.00",6955.00,12000,Petrol,Individual,Manual,First Owner,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Hyundai i10 Magna,2011,9,"215,000.00",2795.00,40000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5
Maruti Zen LXI,1997,23,"70,000.00",910.00,100000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5
